mlp_ratio,sum_mlp_ratio,num_heads,one_layer_heads,sum_num_heads,embed_dim,sum_embed,one_layer_embed,layer_num,dss score,retrain accuracy50,resultfilename,retrain accuracy100,resultfilename2,grasp score,snip score,training time
 8 16 32 8 8 8 32,112, 6 3 3 6 3 4 4,6,29, 32 32 32 32 32 32 32,224,32,7,20.39107704,42.58,11477326,57.72,11496432,-0.417451024,16.32008743,16:11
 8 16 32 16,72, 6 3 3 6,6,18, 32 32 32 32,128,32,4,20.36619759,42.84,11477359,48.49,11496465,-0.009626143,4.399439335,13:23
 8 16 16 16 8,64, 6 3 3 6 3,6,21, 32 32 32 32 32,160,32,5,20.17747307,39.83,11477094,52.98,11496200,-0.005384877,4.120874405,9:16
 8 32 32 8 8,88, 3 6 3 6 6,3,24, 32 32 32 32 32,160,32,5,20.15203285,42.38,11477357,54.18,11496463,-0.03274196,4.856616974,13:47
 16 8 8 8 16 8,64, 6 3 3 3 3 6,6,24, 32 32 32 32 32 32,192,32,6,20.15188408,40.14,11477110,58.09,11496216,-0.040462531,4.562146187,10:15
 8 32 8 8 16,72, 3 6 4 3 4,3,20, 32 32 32 32 32,160,32,5,19.93887329,38.17,11477281,49.92,11496387,-0.036341511,4.247299671,14:27
 32 32 32 8 16,120, 4 3 6 3 4,4,20, 32 32 32 32 32,160,32,5,19.80483627,37.89,11477420,56.3,11496526,-0.024246003,5.064551353,14:07
 32 16 32 8,88, 4 4 3 6,4,17, 32 32 32 32,128,32,4,19.55435371,42.36,11477436,49.41,11496542,-0.022167733,4.263225079,11:07
 8 8 32 8,56, 3 6 6 6,3,21, 32 32 32 32,128,32,4,19.48725891,42.97,11477068,49.79,11496174,-0.028411055,4.081661224,9:05
 8 8 8 32,56, 6 3 3 4,6,16, 32 32 32 32,128,32,4,19.46990967,38.58,11477453,46.9,11496559,-0.008087119,3.73704648,14:00
 32 8 32 32,104, 4 4 4 6,4,18, 32 32 32 32,128,32,4,19.44195557,38.13,11477238,54.46,11496344,-0.019179275,4.935553551,13:36
 16 16 16 16 32 32,128, 3 6 3 4 4 6,3,26, 32 32 32 32 32 32,192,32,6,19.43764305,40.89,11477267,61.27,11496373,-0.061324783,7.525504589,13:59
 32 32 8 32 16,120, 3 4 6 6 4,3,23, 32 32 32 32 32,160,32,5,19.35541534,38.51,11477189,54.09,11496295,-0.012374692,4.997534275,13:12
 32 8 32 8,80, 4 4 4 4,4,16, 32 32 32 32,128,32,4,19.25423241,42.23,11477464,51.19,11496570,-0.023141669,4.125462055,12:13
 32 32 8 16,88, 3 4 6 3,3,16, 32 32 32 32,128,32,4,19.07355118,42.23,11477152,44.67,11496258,-0.013435874,4.122264385,11:29
 16 16 8 8 16 8,72, 4 4 6 6 6 6,4,32, 32 32 32 32 32 32,192,32,6,19.05430031,38.48,11477555,58.91,11496661,-0.042827673,4.531789303,13:25
 8 32 16 32 16 8 8,120, 4 4 4 3 6 4 6,4,31, 32 32 32 32 32 32 32,224,32,7,18.74755096,39.59,11477198,65.64,11496304,-0.059786409,13.78483105,18:27
 32 32 16 32 32 16 16,176, 4 3 3 3 4 4 6,4,27, 32 32 32 32 32 32 32,224,32,7,18.70319557,40,11477343,61.21,11496449,-0.146334469,15.44991207,16:03
 32 32 16 8 16 32,136, 4 3 3 4 3 6,4,23, 32 32 32 32 32 32,192,32,6,18.68794823,42.81,11477306,59.77,11496412,-0.060884714,7.241387367,14:25
 16 32 32 8 16 8,112, 4 3 6 4 6 4,4,27, 32 32 32 32 32 32,192,32,6,18.68002319,42.52,11477119,60.57,11496225,-0.042839251,5.246612072,15:38
 8 16 16 16,56, 3 6 3 3,3,15, 32 32 32 32,128,32,4,18.60174179,41.67,11477549,49.98,11496655,-0.017737158,3.912549734,10:44
 32 16 8 32 8 32,128, 4 3 6 4 4 3,4,24, 32 32 32 32 32 32,192,32,6,18.53994942,40.37,11477364,62.08,11496470,-0.031234359,6.450242996,15:44
 8 16 32 32 32,120, 4 4 6 3 6,4,23, 32 32 32 32 32,160,32,5,18.52054405,38.14,11477449,60.91,11496555,-0.035022445,5.669694424,11:34
 32 8 32 8 16 16,112, 4 3 6 6 6 4,4,29, 32 32 32 32 32 32,192,32,6,18.4485321,38.83,11477538,66.71,11496644,-0.042569511,5.713591576,13:05
 8 32 8 32 16 32,128, 4 4 3 4 4 3,4,22, 32 32 32 32 32 32,192,32,6,18.35948563,40.44,11477472,62.02,11496578,-0.073912874,6.97096014,14:57
 32 32 8 32,104, 3 4 3 4,3,14, 32 32 32 32,128,32,4,18.21196747,38.76,11477170,47.16,11496276,-0.00447157,4.487125397,10:37
 8 32 32 8 16 32,128, 4 3 6 6 6 3,4,28, 32 32 32 32 32 32,192,32,6,18.08248329,39.11,11477524,63.61,11496630,-0.063944533,6.940127373,14:56
 16 8 8 32 8,72, 4 4 4 6 6,4,24, 32 32 32 32 32,160,32,5,17.95577812,38.24,11477467,54.19,11496573,-0.014862847,4.042012215,12:14
 16 8 16 32 16 16 8,112, 4 4 4 3 3 3 4,4,25, 32 32 32 32 32 32 32,224,32,7,17.84552765,40.81,11477117,67.45,11496223,-0.083929248,13.03126431,16:19
 32 16 16 32,96, 4 3 3 6,4,16, 32 32 32 32,128,32,4,17.73460007,38.61,11477249,52.12,11496355,-0.008619525,4.460047722,10:51
 16 32 16 8 16 16 32,136, 4 3 4 3 3 4 6,4,27, 32 32 32 32 32 32 32,224,32,7,17.70942497,38.78,11477109,63.22,11496215,-0.485041648,18.5030899,11:33
 32 16 16 8 8 8 8,96, 3 4 4 6 6 3 4,3,30, 32 32 32 32 32 32 32,224,32,7,17.6908226,40.98,11477236,62.29,11496342,-0.202489644,12.18853951,16:11
 8 32 16 16 8 32 8,120, 4 3 6 3 3 3 3,4,25, 32 32 32 32 32 32 32,224,32,7,17.65306664,39.51,11477520,64.94,11496626,-0.160903737,12.99855709,16:28
 32 8 32 16 8,96, 4 3 4 3 3,4,17, 32 32 32 32 32,160,32,5,17.58952522,41.39,11477403,50.71,11496509,-0.016412204,4.657853127,11:53
 16 8 16 32,72, 4 4 3 4,4,15, 32 32 32 32,128,32,4,17.53419304,38.36,11477409,50.84,11496515,-0.013101224,4.13199091,11:42
 32 8 32 16 32 16 8,144, 3 4 4 6 4 6 4,3,31, 32 32 32 32 32 32 32,224,32,7,17.43191338,39.52,11477542,69.29,11496648,-0.181607589,14.2386179,15:29
 16 32 32 32,112, 3 4 3 3,3,13, 32 32 32 32,128,32,4,17.22631264,38.43,11477206,53.44,11496312,-0.025627915,5.158742428,14:05
 8 32 16 16 32,104, 4 3 4 6 4,4,21, 32 32 32 32 32,160,32,5,17.20748901,39.57,11477407,52.95,11496513,-0.024469946,4.978100777,15:10
 32 32 32 32 16,144, 3 3 4 3 3,3,16, 32 32 32 32 32,160,32,5,17.1849308,38.98,11477084,56.9,11496190,-0.020329865,5.746651173,9:40
 16 8 32 32 16,104, 3 4 6 6 3,3,22, 32 32 32 32 32,160,32,5,16.83969116,38.79,11477226,57.52,11496332,-0.02824584,5.155862331,11:54
 32 32 16 32 8,120, 3 3 3 6 3,3,18, 32 32 32 32 32,160,32,5,16.8200798,39.38,11477091,54.09,11496197,-0.010879174,5.099639893,9:47
 16 16 8 16,56, 3 4 6 4,3,17, 32 32 32 32,128,32,4,16.79986572,41.75,11477505,47.3,11496611,-0.014770823,3.49829793,12:05
 16 8 8 32 16 16 16,112, 4 3 6 3 3 3 4,4,26, 32 32 32 32 32 32 32,224,32,7,16.72512627,40.45,11477546,60.37,11496652,-0.102690257,12.46665382,14:26
 16 32 32 32 16 16,144, 3 3 6 4 4 3,3,23, 32 32 32 32 32 32,192,32,6,16.67617226,40.25,11477186,63.61,11496292,-0.043198053,6.358778,15:30
 32 16 16 16,80, 3 3 6 4,3,16, 32 32 32 32,128,32,4,16.499897,40.54,11477072,48.52,11496178,-0.006306045,4.081252575,8:40
 8 8 8 8 8 8,48, 4 3 6 6 6 6,4,31, 32 32 32 32 32 32,192,32,6,16.15368652,41.15,11477554,56.49,11496660,-0.033966169,4.049310207,16:08
 32 16 16 32 16,112, 3 3 4 6 4,3,20, 32 32 32 32 32,160,32,5,16.06778336,39.12,11477116,54.69,11496222,-0.013959683,4.93467474,10:10
 16 8 32 16 8 32 8,120, 3 4 4 4 3 6 3,3,27, 32 32 32 32 32 32 32,224,32,7,16.03778648,40.49,11477127,65.85,11496233,-0.181258053,12.73190308,14:10
 16 16 16 8 16,72, 3 4 3 4 4,3,18, 32 32 32 32 32,160,32,5,15.95563889,38.39,11477478,52.77,11496584,-0.026464272,4.087383747,11:34
 32 16 16 8 16 32 32,152, 3 3 4 4 4 3 4,3,25, 32 32 32 32 32 32 32,224,32,7,15.8935194,41.42,11477220,63.14,11496326,-0.307887852,18.43810272,17:57
 32 16 32 32 8 8 8,136, 3 3 3 4 6 6 3,3,28, 32 32 32 32 32 32 32,224,32,7,15.8898468,39.29,11477234,66.61,11496340,-0.10521625,11.55220699,13:43
 8 8 8 32 16,72, 3 4 6 6 6,3,25, 32 32 32 32 32,160,32,5,15.81871319,39.76,11477495,52.88,11496601,-0.019476969,4.132946014,12:07
 8 16 32 8 8,72, 3 4 4 4 6,3,21, 32 32 32 32 32,160,32,5,15.80773544,38.19,11477114,55.34,11496220,-0.021602796,4.234473228,9:35
 32 16 32 8 16 8 16,128, 3 3 3 4 3 4 4,3,24, 32 32 32 32 32 32 32,224,32,7,15.78639793,43.17,11477355,58.99,11496461,-0.262055427,13.19144249,16:29
 8 16 32 16 32 8,112, 3 4 4 3 4 6,3,24, 32 32 32 32 32 32,192,32,6,15.76581955,42.57,11477248,62.61,11496354,-0.041488171,5.655916691,13:07
 8 16 32 16 8,80, 3 4 4 3 4,3,18, 32 32 32 32 32,160,32,5,15.7403698,41.67,11477102,50.89,11496208,-0.019606164,4.473709106,9:25
 32 16 8 8 16 32 16,128, 3 3 4 3 3 4 3,3,23, 32 32 32 32 32 32 32,224,32,7,15.71150208,42.93,11477108,62.55,11496214,-0.170081586,14.07487965,11:12
 8 8 8 32 16 8,80, 3 4 6 4 4 3,3,24, 32 32 32 32 32 32,192,32,6,15.6800766,39.1,11477201,60.34,11496307,-0.024375886,4.555263042,16:42
 16 8 16 32 8,80, 3 4 3 6 6,3,22, 32 32 32 32 32,160,32,5,15.66547775,38.3,11477088,54.92,11496194,-0.015125152,4.406756401,9:40
 32 8 32 8 32 32 8,152, 3 3 4 4 4 3 4,3,25, 32 32 32 32 32 32 32,224,32,7,15.62214851,42.46,11477426,70.53,11496532,-0.135277748,15.14563179,13:12
 16 32 16 16,80, 3 3 3 6,3,15, 32 32 32 32,128,32,4,15.49545765,42.06,11477081,47.73,11496187,-0.015940774,4.114659309,8:27
 16 32 16 8 16 16 8,112, 3 3 3 4 3 4 6,3,26, 32 32 32 32 32 32 32,224,32,7,15.40508461,39.32,11477134,62.89,11496240,-0.305309623,14.30506325,15:35
 16 8 16 8 8,56, 3 4 3 3 4,3,17, 32 32 32 32 32,160,32,5,15.38499451,41.36,11477185,50.77,11496291,-0.021772532,3.728056669,14:59
 32 8 16 32 16 16 16,136, 3 3 4 3 4 3 3,3,23, 32 32 32 32 32 32 32,224,32,7,15.38386631,40,11477392,66.37,11496498,-0.103567608,12.28287029,16:22
 8 32 16 32 32 8 16,144, 3 3 4 6 3 6 6,3,31, 32 32 32 32 32 32 32,224,32,7,15.21342754,39.49,11477293,59.67,11496399,-0.161924809,14.66914845,16:32
 16 8 32 32 32,120, 3 3 6 4 6,3,22, 32 32 32 32 32,160,32,5,15.10154533,38.96,11477132,61.49,11496238,-0.03281749,5.520451546,14:09
 8 8 8 16 32,72, 4 3 3 4 4,4,18, 32 32 32 32 32,160,32,5,15.05523014,37.93,11477320,54.31,11496426,-0.02466986,4.160204887,13:32
 32 8 8 8 16,72, 3 3 3 4 4,3,17, 32 32 32 32 32,160,32,5,14.94995308,37.76,11477380,49.44,11496486,-0.028139891,3.856764793,11:34
 8 16 8 16 32 16,96, 3 3 6 3 6 3,3,24, 32 32 32 32 32 32,192,32,6,14.44939613,42.73,11477476,64.16,11496582,-0.037009012,5.413158417,15:52
 8 8 32 8,56, 3 3 3 3,3,12, 32 32 32 32,128,32,4,13.18461132,43.02,11477455,49.77,11496561,-0.019274421,3.73739171,10:30
 8 8 8 8 16 32,80, 3 3 3 6 6 3,3,24, 32 32 32 32 32 32,192,32,6,13.12644768,40.57,11477222,57.86,11496328,-0.047851909,5.930839539,12:55
