mlp_ratio,sum_mlp_ratio,num_heads,sum_num_heads,embed_dim,sum_embed,layer_num,dss score,retrain accuracy100,resultfilename,grasp score,snip score,training time,OA, AA, Kappa,Params,FLOPS
32 32 8 16 16 32 32,168,4 6 3 4 6 6 4,33,128 128 128 128 128 128 128,896,7,406.4678955,82.96,config_11728843,-3.599642277,164.5299835,14:28,0.8296,0.8857,0.806,5910672,12668567552
16 8 32 16 16 32 8,128,6 4 4 6 3 3 6,32,128 128 128 128 128 128 128,896,7,374.8458557,82.4,config_11728844,-2.678070068,128.3667755,15:32,0.824,0.8986,0.8006,5121168,11863261184
32 8 32 32,104,6 3 3 3,15,128 128 128 128,512,4,362.5187683,78.83,config_11728845,-0.428740889,58.14858246,14:57,0.7883,0.8525,0.7599,3472912,7316635648
8 32 32 8 16 32 8,136,4 6 4 4 3 6 4,31,196 196 196 196 196 196 196,1372,7,867.2820435,83.98,config_11728846,-4.598601818,263.9454346,14:05,0.8399,0.9051,0.8176,8873688,16237025280
16 16 8 32 32 32 16,152,3 4 6 3 3 4 4,27,128 128 128 128 128 128 128,896,7,297.7633057,82.72,config_11728847,-2.483371496,146.032196,11:46,0.8272,0.8816,0.8035,5647504,12400132096
16 32 32 32 8 32,152,3 6 4 4 4 4,25,32 32 32 32 32 32,192,6,21.09403038,65.85,config_11728848,-0.045193676,7.347816944,15:04,0.6584,0.7768,0.6209,630928,5679529984
32 8 32 8,80,4 4 4 4,16,32 32 32 32,128,4,19.25423241,51.19,config_11728849,-0.023141669,4.125462055,20:29,0.5119,0.6431,0.4561,380176,3741761536
32 16 8 16 16 8 32,128,6 4 4 4 6 6 4,34,32 32 32 32 32 32 32,224,7,24.00362396,64.32,config_11728850,-0.324368298,16.61998749,15:06,0.6431,0.8075,0.6051,631504,6522585088
8 16 32 8 16 32,112,4 6 4 4 3 4,25,64 64 64 64 64 64,384,6,92.47867584,78.45,config_11728851,-0.077727452,20.77635193,20:25,0.7846,0.8352,0.7554,1547280,6829211648
16 8 8 32 8,72,4 4 4 6 6,24,32 32 32 32 32,160,5,17.95577812,54.19,config_11728852,-0.014862847,4.042012215,24:10:00,0.5418,0.6604,0.4878,414032,4618371072
8 32 8 16 16 8,88,6 3 4 3 6 6,28,196 196 196 196 196 196,1176,6,817.3705444,84.64,config_11728853,-0.934669733,125.5054016,19:58,0.8464,0.9037,0.8255,7363008,13659101184
16 8 8 8,40,3 4 4 6,17,128 128 128 128,512,4,269.7432861,73.63,config_11728854,-0.347949147,35.34522247,19:14,0.7363,0.8259,0.701,2157072,5974458368
16 16 32 16,80,4 4 3 3,14,64 64 64 64,256,4,81.66591644,70.45,config_11728855,-0.104298711,15.02520561,12:15,0.7047,0.7803,0.6654,1083408,4597841920
32 32 8 32 16 16 8,144,6 3 6 6 3 6 3,33,32 32 32 32 32 32 32,224,7,24.1460228,62.76,config_11728856,-0.08586587,12.15760899,18:16,0.6278,0.7597,0.5866,664784,6556139520
8 32 8 32 16 32,128,4 4 3 4 4 3,22,32 32 32 32 32 32,192,6,18.35948563,62.03,config_11728857,-0.073912874,6.97096014,17:40,0.6203,0.717,0.5773,581008,5629198336
32 16 32 16 32 16,144,3 4 3 3 6 3,22,64 64 64 64 64 64,384,6,81.66009521,76.83,config_11728858,-0.095181763,21.92391586,19:45,0.7683,0.8355,0.7382,1811472,7097647104
32 8 8 8 32 8,96,6 3 3 3 3 6,24,64 64 64 64 64 64,384,6,94.43307495,77.59,config_11728859,-0.08500085,16.46637917,18:55,0.7762,0.8275,0.7457,1415184,6694993920
16 8 16 16 16 32 8,112,3 6 3 4 4 4 3,27,128 128 128 128 128 128 128,896,7,322.4379883,81.78,config_11728860,-2.117521286,113.4613266,13:00,0.8178,0.8835,0.7931,4858000,11594825728
8 16 8 16 32 16,96,3 3 6 3 6 3,24,32 32 32 32 32 32,192,6,14.44939613,64.16,config_11728861,-0.037009012,5.413158417,15:36,0.6414,0.7423,0.6036,514448,5562089472
32 32 32 32 32 8,168,6 3 4 4 4 4,25,196 196 196 196 196 196,1176,6,897.0437012,82.56,config_11728862,-0.888418317,141.0480804,14:15,0.8256,0.8906,0.8013,8545152,14866536448
16 16 16 8 16,72,3 4 3 4 4,18,32 32 32 32 32,160,5,15.95563889,52.79,config_11728863,-0.026464272,4.087383747,13:17,0.5277,0.6464,0.4733,414032,4618371072
16 16 32 16 8 16,104,3 3 3 6 4 6,25,196 196 196 196 196 196,1176,6,649.0614624,83.38,config_11728864,-1.064771652,143.0553131,16:56,0.8338,0.8966,0.8112,8545152,14866536448
8 16 8 8 16,56,4 6 3 3 4,20,128 128 128 128 128,640,5,344.4245605,79.75,config_11728865,-0.372378767,44.53081131,12:46,0.7975,0.8471,0.7703,2881936,7668957184
16 8 32 32 8,96,4 6 4 4 6,24,196 196 196 196 196,980,5,871.4554443,82.2,config_11728866,-0.733282566,118.3944931,25:42:00,0.822,0.8834,0.7969,6443400,11684894720
16 8 16 8 8 16 8,80,6 6 4 3 6 4 3,32,64 64 64 64 64 64 64,448,7,108.0242615,79.29,config_11728867,-0.480742157,32.50778961,12:56,0.7929,0.8752,0.7661,1382928,7542243328
8 16 16 16 16 32,104,3 4 6 3 4 6,26,64 64 64 64 64 64,384,6,72.40995789,76.46,config_11728868,-0.057587638,19.29942131,13:43,0.7645,0.8512,0.7349,1481232,6762102784
8 16 8 16 32 16,96,6 3 3 3 6 4,25,64 64 64 64 64 64,384,6,85.46962738,78.66,config_11728869,-0.075763702,18.633358,18:00,0.7867,0.8371,0.758,1415184,6694993920
32 32 32 32 8 8,144,4 6 6 6 4 4,30,196 196 196 196 196 196,1176,6,952.486145,83.01,config_11728870,-0.941905558,135.7058716,13:49,0.8301,0.8925,0.8064,7954080,14262818816
8 32 32 16 32,120,4 4 4 3 4,19,196 196 196 196 196,980,5,731.1784668,81.3,config_11728871,-0.936084807,121.4666519,11:57,0.813,0.8653,0.7869,7034472,12288612352
16 32 32 8 16 8,112,6 3 4 4 3 6,26,196 196 196 196 196 196,1176,6,894.8804321,82.05,config_11728872,-0.869415224,131.4740295,14:32,0.8205,0.8813,0.7952,7954080,14262818816
32 16 32 16 8,104,4 4 3 3 3,17,128 128 128 128 128,640,5,340.1654968,82.12,config_11728873,-0.369916111,55.81692505,10:20,0.8212,0.8756,0.7964,3934608,8742699008
8 16 8 32 32,96,3 3 3 3 4,16,128 128 128 128 128,640,5,232.988327,80.12,config_11728874,-0.388015151,52.9782486,16:57,0.8011,0.8632,0.7748,3671440,8474263552
8 8 16 32 16 8,88,4 4 4 6 6 6,30,128 128 128 128 128 128,768,6,287.3707275,81.09,config_11728875,-0.365032583,59.05455399,13:46,0.811,0.8547,0.7843,3869968,9631891456
32 32 8 8,80,4 6 4 6,20,196 196 196 196,784,4,912.4818726,74.98,config_11728876,-1.04073,91.57968903,23:22,0.7498,0.8269,0.7165,4932720,9106970624
32 32 8 8 16 16,112,6 3 6 4 6 4,29,64 64 64 64 64 64,384,6,106.5973282,77.97,config_11728877,-0.086965367,18.57289314,15:00,0.7797,0.8338,0.7497,1547280,6829211648
8 8 16 16,48,3 4 4 6,17,196 196 196 196,784,4,613.6970215,80.83,config_11728878,-0.986854076,104.2670059,10:10,0.8083,0.8548,0.7812,4932720,9106970624
8 32 32 8,80,3 4 6 6,19,196 196 196 196,784,4,687.4663696,77.95,config_11728879,-0.771080971,94.78627014,10:54,0.7795,0.8519,0.7502,4932720,9106970624
8 8 8 32 16,72,3 4 6 6 6,25,32 32 32 32 32,160,5,15.81871319,52.88,config_11728880,-0.019476969,4.132946014,14:11,0.5288,0.6597,0.475,414032,4618371072
8 16 8 8 32 8 16,96,3 6 6 3 3 4 4,29,64 64 64 64 64 64 64,448,7,84.62639618,77.77,config_11728881,-1.07984817,46.65329361,17:13,0.7777,0.848,0.7496,1515024,7676461056
8 32 16 16 32,104,3 6 3 6 4,22,128 128 128 128 128,640,5,338.3923645,80.95,config_11728882,-0.474313259,58.90677261,15:46,0.8095,0.8692,0.7835,3934608,8742699008
32 8 16 32 8 32,128,3 6 6 3 4 4,26,32 32 32 32 32 32,192,6,21.15365219,64.76,config_11728883,-0.025725827,6.862264156,15:19,0.6475,0.7468,0.6079,581008,5629198336
8 16 16 8,48,6 4 3 3,16,128 128 128 128,512,4,355.3695374,76.15,config_11728884,-0.434579313,41.20858002,16:07,0.7615,0.8314,0.73,2420240,6242893824
8 16 16 8,48,4 3 3 3,13,64 64 64 64,256,4,69.25590515,71.14,config_11728885,-0.052812658,10.42330074,15:33,0.7112,0.7933,0.6739,819216,4329406464
32 32 8 16,88,4 6 6 3,19,196 196 196 196,784,4,932.3632813,77.37,config_11728886,-1.347271919,106.5343475,19:17,0.7737,0.8516,0.7438,5523792,9710688256
8 32 8 16 8,72,6 4 3 4 4,21,64 64 64 64 64,320,5,97.87449646,74.66,config_11728887,-0.029528022,14.08549118,12:47,0.7467,0.8117,0.7148,1117200,5512200192
16 16 8 16 32 8 32,128,3 6 4 4 4 4 4,29,64 64 64 64 64 64 64,448,7,85.93990326,77.8,config_11728888,-1.134272933,55.46352768,16:10,0.778,0.8532,0.7487,1779216,7944896512
32 32 32 16 8,120,3 6 4 6 6,25,128 128 128 128 128,640,5,387.3869324,82.04,config_11728889,-0.353183717,60.48303604,9:27,0.8205,0.8702,0.7961,4197776,9011134464
16 16 8 16,56,3 4 6 4,17,32 32 32 32,128,4,16.79986572,47.31,config_11728890,-0.014770823,3.49829793,12:00,0.4729,0.5815,0.4077,330256,3691429888
8 16 32 8 32 32,128,6 3 6 3 3 4,25,128 128 128 128 128 128,768,6,350.4456482,80.96,config_11728891,-0.470455587,73.4287262,13:07,0.8096,0.8608,0.7826,4659472,10437197824
16 32 8 32 16 8 16,128,4 6 3 4 3 3 4,27,32 32 32 32 32 32 32,224,7,22.44423294,59.58,config_11728892,-0.122034982,12.64773846,20:11,0.5956,0.7461,0.5505,631504,6522585088
32 32 32 8,104,6 6 3 3,18,196 196 196 196,784,4,1073.045044,78.59,config_11728893,-0.763626158,101.1126251,11:03,0.786,0.8553,0.7566,5523792,9710688256
8 8 8 8 8 32,72,3 3 4 6 4 4,24,64 64 64 64 64 64,384,6,59.52276993,78.46,config_11728894,-0.030580208,15.60082912,16:05,0.7846,0.8518,0.7569,1217040,6493667328
32 32 16 8,88,3 3 4 6,16,196 196 196 196,784,4,656.3088379,78.09,config_11728895,-0.800869346,100.949852,16:31,0.7809,0.8455,0.7508,5523792,9710688256
8 8 8 8,32,4 6 4 4,18,128 128 128 128,512,4,332.363739,76.16,config_11728896,-0.356436312,33.67851257,11:50,0.7616,0.8255,0.7275,1893904,5706022912
32 8 32 32 32,136,4 3 6 4 6,23,64 64 64 64 64,320,5,84.67127228,77.6,config_11728897,-0.168221474,20.31741905,15:36,0.776,0.8383,0.746,1645584,6049071104
16 16 32 16,80,6 4 6 6,22,196 196 196 196,784,4,987.0985718,79.23,config_11728898,-1.188047647,119.5719604,13:16,0.7923,0.8511,0.7639,6114864,10314405888
32 32 8 8 16 32,128,6 3 4 6 4 3,26,196 196 196 196 196 196,1176,6,888.4453735,83.39,config_11728899,-1.070349455,131.4364014,24:46:00,0.8339,0.8927,0.811,7954080,14262818816
16 16 16 32 16 8,104,3 4 4 3 3 3,20,196 196 196 196 196 196,1176,6,719.6063843,82.66,config_11728900,-0.89225626,139.7289124,12:34,0.8266,0.8894,0.8025,8545152,14866536448
16 8 16 16 8,64,4 6 4 4 3,21,196 196 196 196 196,980,5,870.2047119,81.75,config_11728901,-0.733552575,118.1665878,22:07,0.8175,0.8792,0.792,6443400,11684894720
32 8 8 32 8 32 16,136,4 3 4 4 3 3 6,27,64 64 64 64 64 64 64,448,7,79.72234344,77.51,config_11728902,-0.798198521,52.23610687,14:19,0.7752,0.8509,0.7467,1845264,8012005376
16 16 16 16,64,6 4 3 4,17,196 196 196 196,784,4,945.7493286,78.87,config_11728903,-1.043240786,117.6308746,22:51,0.7887,0.8542,0.7602,6114864,10314405888
8 8 8 32,56,6 3 3 6,18,128 128 128 128,512,4,314.0477905,77.33,config_11728904,-0.425300479,43.38339996,22:52,0.7733,0.8334,0.7417,2420240,6242893824
8 32 16 16 8 32 8,120,4 3 6 3 3 3 3,25,32 32 32 32 32 32 32,224,7,17.65306664,64.94,config_11728905,-0.160903737,12.99855709,18:34,0.6496,0.785,0.6099,614864,6505807872
16 16 32 32 8 16 16,136,6 6 3 3 3 6 3,30,196 196 196 196 196 196 196,1372,7,1077.356689,84.74,config_11728906,-7.019181252,324.8972778,19:58,0.8474,0.9059,0.8262,10055832,17444460544
8 16 8 32 16 32,112,6 3 4 4 3 4,24,196 196 196 196 196 196,1176,6,818.3106079,84.22,config_11728907,-0.900617003,134.1785583,10:28,0.8423,0.9002,0.8204,7954080,14262818816
8 8 32 8 32 32 8,128,6 3 6 6 6 6 4,37,128 128 128 128 128 128 128,896,7,338.0726624,81.21,config_11728908,-2.590651989,131.3683472,11:23,0.8121,0.8858,0.7871,4858000,11594825728
8 32 32 8 16 32,128,4 3 6 6 6 3,28,32 32 32 32 32 32,192,6,18.08248329,63.27,config_11728909,-0.063944533,6.940127373,25:09:00,0.6327,0.7632,0.5915,581008,5629198336
8 16 16 16 16 8 8,88,6 6 3 3 4 6 6,34,64 64 64 64 64 64 64,448,7,105.8815002,79.74,config_11728910,-0.90563637,42.36667252,10:26,0.7976,0.8533,0.7706,1448976,7609352192
32 32 32 8 8 8,120,3 6 6 4 4 4,27,128 128 128 128 128 128,768,6,395.9022217,81.79,config_11728911,-0.284917653,62.56663895,14:35,0.8179,0.8776,0.7931,4396304,10168762368
32 16 16 8 8 32,112,4 6 3 6 3 3,25,64 64 64 64 64 64,384,6,101.5783615,78.4,config_11728912,-0.066436693,19.30649948,14:32,0.784,0.8458,0.7557,1547280,6829211648
16 8 32 16 32 16,120,6 4 4 6 6 3,29,32 32 32 32 32 32,192,6,22.74606705,62.84,config_11728913,-0.061096154,6.421788216,11:05,0.6283,0.7444,0.5859,564368,5612421120
32 8 32 32 16 16 8,144,6 3 6 4 6 3 4,32,64 64 64 64 64 64 64,448,7,101.2535095,77.93,config_11728914,-0.484085619,40.72127151,17:48,0.7793,0.8667,0.7518,1911312,8079114240
32 8 16 16 16 16 8,112,3 6 6 4 6 4 6,35,64 64 64 64 64 64 64,448,7,94.44583893,79.05,config_11728915,-0.563973725,43.59257507,17:04,0.7905,0.8685,0.7636,1647120,7810678784
8 16 32 32,88,6 6 4 3,19,32 32 32 32,128,4,25.60805702,49.85,config_11728916,-0.020477787,5.169775963,16:12,0.4984,0.6491,0.4393,396816,3758538752
16 32 8 16 8,80,6 4 6 6 4,26,196 196 196 196 196,980,5,978.2451782,80.54,config_11728917,-1.121880889,112.2490921,10:38,0.8054,0.8717,0.7782,6443400,11684894720
8 8 32 16 8,72,4 4 3 3 4,18,196 196 196 196 196,980,5,667.1699219,80.97,config_11728918,-0.855257154,109.9882507,21:13,0.8098,0.8646,0.7835,5852328,11081177088
32 8 32 8,80,4 4 3 4,15,196 196 196 196,784,4,726.3217163,77.37,config_11728919,-0.69060564,92.02056122,13:41,0.7738,0.8468,0.7437,4932720,9106970624
32 8 32 8 16 8,104,6 3 4 4 4 4,25,64 64 64 64 64 64,384,6,98.1033783,80.59,config_11728920,-0.105100043,17.2108078,21:41,0.8059,0.8574,0.7804,1481232,6762102784
32 32 32 8 16,120,3 3 4 3 3,16,196 196 196 196 196,980,5,651.8013916,80.24,config_11728921,-0.858198166,113.5855865,12:01,0.8024,0.876,0.776,7034472,12288612352
8 8 8 16 16,56,4 6 3 3 6,22,128 128 128 128 128,640,5,328.3645935,78.91,config_11728922,-0.389321029,44.42912674,25:34:00,0.7891,0.8532,0.7606,2881936,7668957184
32 8 32 8 16 16,112,4 3 6 6 6 4,29,32 32 32 32 32 32,192,6,18.4485321,65.9,config_11728923,-0.042569511,5.713591576,19:32,0.6589,0.7608,0.6185,547728,5595643904
16 8 32 32 8 8 16,120,6 4 3 4 4 6 3,30,32 32 32 32 32 32 32,224,7,22.30408478,60.43,config_11728924,-0.157606781,12.82022095,14:20,0.6043,0.7346,0.5588,614864,6505807872
32 32 16 8,88,4 3 4 6,17,196 196 196 196,784,4,729.6699829,78.1,config_11728925,-0.864178658,102.3568344,14:15,0.781,0.8484,0.7511,5523792,9710688256
8 8 8 32 16 8 16,96,6 6 4 6 3 3 6,34,128 128 128 128 128 128 128,896,7,398.7460022,81.9,config_11728926,-4.138595581,144.2819672,12:39,0.819,0.8781,0.794,4331664,11057954816
32 8 32 16 32 16 8,144,3 4 4 6 4 6 4,31,32 32 32 32 32 32 32,224,7,17.43191338,70.45,config_11728927,-0.181607589,14.2386179,14:15,0.7045,0.766,0.6661,664784,6556139520
8 16 16 32 16 32 32,152,4 4 6 3 6 4 3,30,196 196 196 196 196 196 196,1372,7,757.1264648,83.01,config_11728928,-6.399920464,323.7853394,17:56,0.8302,0.8974,0.807,10055832,17444460544
16 16 32 8 32 16 16,136,3 4 6 6 3 6 3,31,128 128 128 128 128 128 128,896,7,306.6430054,82.79,config_11728929,-3.058167696,144.9523621,22:45,0.828,0.8805,0.8042,5384336,12131696640
8 32 8 32,80,6 6 6 6,24,196 196 196 196,784,4,1046.081299,76.94,config_11728930,-1.106494427,99.42446136,16:55,0.7694,0.8428,0.7389,4932720,9106970624
16 8 8 32 16 16 16,112,4 3 6 3 3 3 4,26,32 32 32 32 32 32 32,224,7,16.72512627,60.41,config_11728931,-0.102690257,12.46665382,17:03,0.604,0.7402,0.5599,598224,6489030656
16 16 32 8,72,3 4 3 3,13,196 196 196 196,784,4,703.3352661,78.71,config_11728932,-0.726339757,99.29402924,12:44,0.7871,0.8586,0.7587,5523792,9710688256
8 8 16 8,40,4 3 3 3,13,64 64 64 64,256,4,66.27693176,72.03,config_11728933,-0.051417325,9.457445145,12:07,0.7204,0.791,0.683,753168,4262297600
8 16 16 16,56,3 6 3 3,15,32 32 32 32,128,4,18.60174179,49.85,config_11728934,-0.017737158,3.912549734,20:00,0.4987,0.5967,0.4402,330256,3691429888
32 8 16 16,72,3 4 4 3,14,64 64 64 64,256,4,78.19706726,72.95,config_11728935,-0.054956235,12.52940178,16:19,0.7295,0.8001,0.6948,1017360,4530733056
16 32 16 32,96,6 6 3 6,21,64 64 64 64,256,4,114.9534378,73.89,config_11728936,-0.127016217,17.35844994,21:37,0.7389,0.8001,0.7056,1215504,4732059648
32 8 8 8 16 8,80,3 4 4 4 6 4,25,64 64 64 64 64 64,384,6,78.07613373,77.15,config_11728937,-0.08749643,14.69719124,14:52,0.7715,0.8379,0.7419,1283088,6560776192
16 16 8 8,48,3 4 6 3,16,128 128 128 128,512,4,295.3057861,76.03,config_11728938,-0.359136552,38.83898926,12:47,0.7603,0.829,0.7288,2420240,6242893824
8 8 8 8 8 8,48,4 3 6 6 6 6,31,32 32 32 32 32 32,192,6,16.15368652,56.49,config_11728939,-0.033966169,4.049310207,14:28,0.5647,0.6675,0.5146,414608,5461426176
16 16 8 8 16 8,72,4 4 6 6 6 6,32,32 32 32 32 32 32,192,6,19.05430031,58.91,config_11728940,-0.042827673,4.531789303,12:13,0.5889,0.7145,0.5441,464528,5511757824
32 8 16 16 16,88,4 3 3 4 4,18,128 128 128 128 128,640,5,298.0921936,81.41,config_11728941,-0.327182144,52.38802719,15:00,0.8141,0.875,0.7889,3671440,8474263552
